# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2150378	2151310	-	WP_005898131.1	WP_005898131.1		methionyl-tRNA formyltransferase	fmt	45635856	AT688_RS10385	933	310	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2151331	2151780	-					nrdR	45635857	AT688_RS10390	450		old_locus_tag=ERS445057_02106
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2151331	2151780	-	WP_005898130.1	WP_005898130.1		transcriptional regulator NrdR	nrdR	45635857	AT688_RS10390	450	149	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2151800	2152273	-						45635858	AT688_RS10395	474		old_locus_tag=ERS445057_02107
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2151800	2152273	-	WP_023037493.1	WP_023037493.1		PTS sugar transporter subunit IIA		45635858	AT688_RS10395	474	157	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2152267	2152968	-					recO	45635859	AT688_RS10400	702		old_locus_tag=ERS445057_02108
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2152267	2152968	-	WP_005898128.1	WP_005898128.1		DNA repair protein RecO	recO	45635859	AT688_RS10400	702	233	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2152979	2153557	-						45635860	AT688_RS10405	579		old_locus_tag=ERS445057_02109
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2152979	2153557	-	WP_005898127.1	WP_005898127.1		hypothetical protein		45635860	AT688_RS10405	579	192	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2153554	2154426	-					mreC	45635861	AT688_RS10410	873		old_locus_tag=ERS445057_02110
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2153554	2154426	-	WP_005898125.1	WP_005898125.1		rod shape-determining protein MreC	mreC	45635861	AT688_RS10410	873	290	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2154603	2155781	-						45635862	AT688_RS10415	1179		old_locus_tag=ERS445057_02111
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2154603	2155781	-	WP_005898124.1	WP_005898124.1		MFS transporter		45635862	AT688_RS10415	1179	392	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2155816	2156298	-						45635863	AT688_RS10420	483		old_locus_tag=ERS445057_02112
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2155816	2156298	-	WP_005898123.1	WP_005898123.1		GNAT family N-acetyltransferase		45635863	AT688_RS10420	483	160	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2156322	2157956	-						45635864	AT688_RS10425	1635		old_locus_tag=ERS445057_02113
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2156322	2157956	-	WP_005898122.1	WP_005898122.1		AAA family ATPase		45635864	AT688_RS10425	1635	544	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2158304	2159203	+						45635865	AT688_RS10430	900		old_locus_tag=ERS445057_02115
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2158304	2159203	+	WP_005898121.1	WP_005898121.1		DMT family transporter		45635865	AT688_RS10430	900	299	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2159233	2159694	+					ribE	45635866	AT688_RS10435	462		old_locus_tag=ERS445057_02116
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2159233	2159694	+	WP_005898119.1	WP_005898119.1		6,7-dimethyl-8-ribityllumazine synthase	ribE	45635866	AT688_RS10435	462	153	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2159696	2160805	+					ribD	45635867	AT688_RS10440	1110		old_locus_tag=ERS445057_02117
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2159696	2160805	+	WP_005898118.1	WP_005898118.1		bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	ribD	45635867	AT688_RS10440	1110	369	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2161031	2161687	+					ribE	45635868	AT688_RS10450	657		old_locus_tag=ERS445057_02118
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2161031	2161687	+	WP_005898115.1	WP_005898115.1		riboflavin synthase	ribE	45635868	AT688_RS10450	657	218	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2161697	2162896	+						45635869	AT688_RS10455	1200		old_locus_tag=ERS445057_02119
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2161697	2162896	+	WP_005898114.1	WP_005898114.1		bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II		45635869	AT688_RS10455	1200	399	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2163180	2164094	+					cysK	45635870	AT688_RS10460	915		old_locus_tag=ERS445057_02120
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2163180	2164094	+	WP_005898111.1	WP_005898111.1		cysteine synthase A	cysK	45635870	AT688_RS10460	915	304	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2164134	2164670	+					cysE	45635871	AT688_RS10465	537		old_locus_tag=ERS445057_02121
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2164134	2164670	+	WP_005898109.1	WP_005898109.1		serine O-acetyltransferase	cysE	45635871	AT688_RS10465	537	178	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2164813	2165727	+					metA	45635872	AT688_RS10470	915		old_locus_tag=ERS445057_02122
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2164813	2165727	+	WP_005898107.1	WP_005898107.1		homoserine O-succinyltransferase	metA	45635872	AT688_RS10470	915	304	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2165750	2166025	+						45635873	AT688_RS10475	276		old_locus_tag=ERS445057_02123
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2165750	2166025	+	WP_032842820.1	WP_032842820.1		hypothetical protein		45635873	AT688_RS10475	276	91	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2166622	2167725	+					tnpB	45635874	AT688_RS10480	1104		old_locus_tag=ERS445057_02124
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2166622	2167725	+	WP_058229310.1	WP_058229310.1		IS200/IS605 family element RNA-guided endonuclease TnpB	tnpB	45635874	AT688_RS10480	1104	367	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2167775	2168635	+						45635875	AT688_RS10485	861		old_locus_tag=ERS445057_02125
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2167775	2168635	+	WP_225970443.1	WP_225970443.1		toxin-antitoxin system YwqK family antitoxin		45635875	AT688_RS10485	861	286	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2168659	2170011	+						45635876	AT688_RS10490	1353		old_locus_tag=ERS445057_02126
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2168659	2170011	+	WP_005894467.1	WP_005894467.1		toxin-antitoxin system YwqK family antitoxin		45635876	AT688_RS10490	1353	450	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2170053	2170247	-						45635877	AT688_RS10495	195		old_locus_tag=ERS445057_02127
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2170053	2170247	-	WP_005894469.1	WP_005894469.1		hypothetical protein		45635877	AT688_RS10495	195	64	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2170265	2172844	-					leuS	45635878	AT688_RS10500	2580		old_locus_tag=ERS445057_02128
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2170265	2172844	-	WP_005894471.1	WP_005894471.1		leucine--tRNA ligase	leuS	45635878	AT688_RS10500	2580	859	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2172852	2173466	-						45635879	AT688_RS10505	615		old_locus_tag=ERS445057_02129
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2172852	2173466	-	WP_005894474.1	WP_005894474.1		sigma-70 family RNA polymerase sigma factor		45635879	AT688_RS10505	615	204	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2173477	2174181	-					rlmB	45635880	AT688_RS10510	705		old_locus_tag=ERS445057_02130
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2173477	2174181	-	WP_005894476.1	WP_005894476.1		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB	45635880	AT688_RS10510	705	234	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2174191	2175462	-					murA	45635881	AT688_RS10515	1272		old_locus_tag=ERS445057_02131
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2174191	2175462	-	WP_005894478.1	WP_005894478.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	45635881	AT688_RS10515	1272	423	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2175785	2176723	+						45635882	AT688_RS10520	939		old_locus_tag=ERS445057_02132
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2175785	2176723	+	WP_005894481.1	WP_005894481.1		ABC transporter permease		45635882	AT688_RS10520	939	312	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2176724	2177554	+						45635883	AT688_RS10525	831		old_locus_tag=ERS445057_02133
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2176724	2177554	+	WP_005894483.1	WP_005894483.1		ABC transporter permease		45635883	AT688_RS10525	831	276	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2177604	2179178	+						45635884	AT688_RS10530	1575		old_locus_tag=ERS445057_02134
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2177604	2179178	+	WP_005894485.1	WP_005894485.1		ABC transporter substrate-binding protein		45635884	AT688_RS10530	1575	524	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2179190	2179975	+						45635885	AT688_RS10535	786		old_locus_tag=ERS445057_02135
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2179190	2179975	+	WP_005894487.1	WP_005894487.1		ABC transporter ATP-binding protein		45635885	AT688_RS10535	786	261	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2179956	2180942	+						45635886	AT688_RS10540	987		old_locus_tag=ERS445057_02136
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2179956	2180942	+	WP_032842637.1	WP_032842637.1		ABC transporter ATP-binding protein		45635886	AT688_RS10540	987	328	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2181031	2181750	-						45635887	AT688_RS10545	720		old_locus_tag=ERS445057_02137
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2181031	2181750	-	WP_005894493.1	WP_005894493.1		LrgB family protein		45635887	AT688_RS10545	720	239	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2181743	2182126	-						45635888	AT688_RS10550	384		old_locus_tag=ERS445057_02138
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2181743	2182126	-	WP_005894496.1	WP_005894496.1		CidA/LrgA family protein		45635888	AT688_RS10550	384	127	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2182194	2183162	-						45635889	AT688_RS10555	969		old_locus_tag=ERS445057_02139
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2182194	2183162	-	WP_005894498.1	WP_005894498.1		electron transfer flavoprotein subunit alpha/FixB family protein		45635889	AT688_RS10555	969	322	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2183175	2183954	-						45635890	AT688_RS10560	780		old_locus_tag=ERS445057_02140
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2183175	2183954	-	WP_005894501.1	WP_005894501.1		electron transfer flavoprotein subunit beta/FixA family protein		45635890	AT688_RS10560	780	259	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2183964	2185100	-						45635891	AT688_RS10565	1137		old_locus_tag=ERS445057_02141
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2183964	2185100	-	WP_005894503.1	WP_005894503.1		acyl-CoA dehydrogenase family protein		45635891	AT688_RS10565	1137	378	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2185136	2186563	-						45635892	AT688_RS10570	1428		old_locus_tag=ERS445057_02142
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2185136	2186563	-	WP_005894505.1	WP_005894505.1		FAD-binding oxidoreductase		45635892	AT688_RS10570	1428	475	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2186813	2188879	-					fusA	45635893	AT688_RS10575	2067		old_locus_tag=ERS445057_02143
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2186813	2188879	-	WP_005894507.1	WP_005894507.1		elongation factor G	fusA	45635893	AT688_RS10575	2067	688	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2189062	2190531	-					nagE	45635894	AT688_RS10580	1470		old_locus_tag=ERS445057_02144
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2189062	2190531	-	WP_005894510.1	WP_005894510.1		N-acetylglucosamine-specific PTS transporter subunit IIBC	nagE	45635894	AT688_RS10580	1470	489	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2190742	2191161	+						45635895	AT688_RS10585	420		old_locus_tag=ERS445057_02145
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2190742	2191161	+	WP_005894512.1	WP_005894512.1		NfeD family protein		45635895	AT688_RS10585	420	139	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2191180	2192064	+						45635896	AT688_RS10590	885		old_locus_tag=ERS445057_02146
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2191180	2192064	+	WP_005894514.1	WP_005894514.1		SPFH/Band 7/PHB domain protein		45635896	AT688_RS10590	885	294	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2192361	2192558	-						45636199	AT688_RS12355	198		old_locus_tag=ERS445057_02147
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2192361	2192558	-	WP_032842638.1	WP_032842638.1		hypothetical protein		45636199	AT688_RS12355	198	65	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2192613	2193797	-					tuf	45635897	AT688_RS10600	1185		old_locus_tag=ERS445057_02148
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2192613	2193797	-	WP_005894517.1	WP_005894517.1		elongation factor Tu	tuf	45635897	AT688_RS10600	1185	394	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2193886	2195967	-					fusA	45635898	AT688_RS10605	2082		old_locus_tag=ERS445057_02149
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2193886	2195967	-	WP_005894520.1	WP_005894520.1		elongation factor G	fusA	45635898	AT688_RS10605	2082	693	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2196013	2196483	-					rpsG	45635899	AT688_RS10610	471		old_locus_tag=ERS445057_02150
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2196013	2196483	-	WP_005894522.1	WP_005894522.1		30S ribosomal protein S7	rpsG	45635899	AT688_RS10610	471	156	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2196511	2196879	-					rpsL	45635900	AT688_RS10615	369		old_locus_tag=ERS445057_02151
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2196511	2196879	-	WP_005894529.1	WP_005894529.1		30S ribosomal protein S12	rpsL	45635900	AT688_RS10615	369	122	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2197137	2197664	+						45635901	AT688_RS10620	528		old_locus_tag=ERS445057_02152
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2197137	2197664	+	WP_005894531.1	WP_005894531.1		DUF2262 domain-containing protein		45635901	AT688_RS10620	528	175	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2197709	2198857	-					fucO	45635902	AT688_RS10625	1149		old_locus_tag=ERS445057_02153
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2197709	2198857	-	WP_005894533.1	WP_005894533.1		lactaldehyde reductase	fucO	45635902	AT688_RS10625	1149	382	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2199040	2200623	+						45635903	AT688_RS10630	1584		old_locus_tag=ERS445057_02154
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2199040	2200623	+	WP_005894535.1	WP_005894535.1		potassium/proton antiporter		45635903	AT688_RS10630	1584	527	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2200846	2201388	-						45635904	AT688_RS10635	543		old_locus_tag=ERS445057_02155
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2200846	2201388	-	WP_032842639.1	WP_032842639.1		hypothetical protein		45635904	AT688_RS10635	543	180	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2201393	2202121	-					pgeF	45635905	AT688_RS10640	729		old_locus_tag=ERS445057_02156
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2201393	2202121	-	WP_005894542.1	WP_005894542.1		peptidoglycan editing factor PgeF	pgeF	45635905	AT688_RS10640	729	242	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2202121	2203125	-					aroF	45635906	AT688_RS10645	1005		old_locus_tag=ERS445057_02157
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2202121	2203125	-	WP_005894543.1	WP_005894543.1		3-deoxy-7-phosphoheptulonate synthase	aroF	45635906	AT688_RS10645	1005	334	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2203138	2203401	-						45635907	AT688_RS10650	264		old_locus_tag=ERS445057_02158
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2203138	2203401	-	WP_005894544.1	WP_005894544.1		Smr/MutS family protein		45635907	AT688_RS10650	264	87	
gene	tRNA	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2203508	2203584	-						45635908	AT688_RS10655	77		old_locus_tag=ERS445057_02159
tRNA		GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2203508	2203584	-				tRNA-Asp		45635908	AT688_RS10655	77		anticodon=GTC
gene	tRNA	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2203594	2203669	-						45635909	AT688_RS10660	76		old_locus_tag=ERS445057_02160
tRNA		GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2203594	2203669	-				tRNA-Val		45635909	AT688_RS10660	76		anticodon=TAC
gene	tRNA	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2203680	2203755	-						45635910	AT688_RS10665	76		old_locus_tag=ERS445057_02161
tRNA		GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2203680	2203755	-				tRNA-Phe		45635910	AT688_RS10665	76		anticodon=GAA
gene	tRNA	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2203769	2203852	-						45635911	AT688_RS10670	84		old_locus_tag=ERS445057_02162
